test/epoch,test/precision,test/Spearman's Rank Correlation (Median),test/Spearman's Rank Correlation (Average),test/F1,test/rssd_absolute,test/mean_rssd,test/sum_rssd,num_cells,checkpoint_path,save_idx,epoch,checkpoint_dir
499,0.2667011653431943,0.4834452281231869,0.402104461221736,0.2667011653431943,17.06319643217539,3.265534719502156,71.84176382904742,3296,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice309_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2409233967885712,0.3754343628633797,0.2791965470753947,0.2409233967885712,23.32264974800898,4.377061068231335,100.67240456932068,5155,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice129_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2722279486288685,0.4838524739929935,0.3924668734760526,0.2722279486288685,18.97005010094292,3.613165265170032,79.4896358337407,3733,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice201_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.277219835039364,0.4778329426328686,0.4048810993995164,0.277219835039364,17.22677627246136,3.3352985045587715,73.37656710029297,3780,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice300_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2598540561300693,0.3944851688912584,0.3410322394204167,0.2598540561300693,18.69512135988662,3.220857743704384,74.07972810520083,2905,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice50_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.281915394946631,0.4519395638896979,0.3929588049342865,0.281915394946631,18.554663566346218,3.384553860911826,74.46018494006017,3192,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice40_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2934136321649083,0.4731233522397408,0.3942637408090024,0.2934136321649083,20.87820340444844,3.670032407178793,84.41074536511223,4057,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice70_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.1951146945940317,0.2160659958360808,0.1929658974026233,0.1951146945940317,13.532911768386748,2.4092620544913443,48.18524108982689,1160,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice10_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
499,0.2834540515658801,0.452575974813854,0.3916954633703857,0.2834540515658801,18.052384273348416,3.2238235584519344,74.1479418443945,3316,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice61_0,499,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_499
749,0.2683008753340339,0.4736119782192534,0.3774987314628288,0.2683008753340339,20.37941459195906,3.864155399556653,85.01141879024635,3851,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=749.ckpt,mouse2_slice280_0,749,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_749
749,0.2086475391548793,0.2789425790124714,0.2465117086791649,0.2086475391548793,9.893823803784256,1.522016668261005,35.006383370003114,670,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=749.ckpt,mouse2_slice20_0,749,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_749
749,0.2883141701972719,0.4978761937563295,0.4075653351830524,0.2883141701972719,20.18607146184961,3.9247513458655576,86.34452960904227,4360,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=749.ckpt,mouse2_slice289_0,749,/nfs/team361/mv11/scgg-reproducibility/experiments/LUNA/MERFISH_mouse_cortex_test_only/model_11-06-41-MERFISH_epoch_749
